T;The power of the principle of provenance;https://archivaria.ca/index.php/archivaria/article/view/11231/12170;OK
D;Society and the formation of a documentary heritage: issues in the appraisal of archival sources;https://archivaria.ca/index.php/archivaria/article/view/11415/12357;OK
T;Diplomatics: new uses for na old science (part one);https://archivaria.ca/index.php/archivaria/article/view/11567/12513;OK
T;Diplomatics: new uses for na old science (part two);https://archivaria.ca/index.php/archivaria/article/view/11605/12552;OK
T;Diplomatics: new uses for na old science (part three);https://archivaria.ca/index.php/archivaria/article/view/11659/12607;OK
T;Diplomatics: new uses for na old science (part four);https://archivaria.ca/index.php/archivaria/article/view/11716/12665;OK
D;The reclamation of archival description: the canadian perspective;https://archivaria.ca/index.php/archivaria/article/view/11717/12666;OK
T;Diplomatics: new uses for na old science (part five);https://archivaria.ca/index.php/archivaria/article/view/11758/12708;OK
T;Diplomatics: new uses for na old science (part six);https://archivaria.ca/index.php/archivaria/article/view/11795/12746;OK
D;Easy to byte, harder to chew: the second generation of eletronic records archives;https://archivaria.ca/index.php/archivaria/article/view/11812/12763;OK
D;Documenting documentation;https://archivaria.ca/index.php/archivaria/article/view/11839/12791;OK
D;Description standards: the struggle towards the light;https://archivaria.ca/index.php/archivaria/article/view/11840/12792;OK
D;The concept f the Archival Fonds in the Post-Custodial Era: Theory, Problems and Solutions;https://archivaria.ca/index.php/archivaria/article/view/11882/12835;OK
D;Authority Control: beyond a bowl of alphabet soup;https://archivaria.ca/index.php/archivaria/article/view/11883/12836;OK
D;Origin and development of the concept of archival description;https://archivaria.ca/index.php/archivaria/article/view/11884/12837;OK
D;Record-keeping systems;https://archivaria.ca/index.php/archivaria/article/view/11932/12886;OK
D;Archivists and records managers in the Information Age;https://archivaria.ca/index.php/archivaria/article/view/11933/12888;OK
D;What is Archival theory and why is it important?;https://archivaria.ca/index.php/archivaria/article/view/11991/12954;OK
D;Reability and authencity: the concepts and their implications;https://archivaria.ca/index.php/archivaria/article/view/12063/13035;OK
T;From practice to theory: fundamental US style;https://archivaria.ca/index.php/archivaria/article/view/12075/13058;OK
D;Myth or reality: is there a generation gap among electronic records and archives?;https://archivaria.ca/index.php/archivaria/article/view/12135/13137;OK
D;Ensuring the preservation of realible evidence: a research project funded by the NHPRC;https://archivaria.ca/index.php/archivaria/article/view/12152/13156;OK
T;The protection of the integrity of electronic records: an overview of the UBC-MAS Research Project;https://archivaria.ca/index.php/archivaria/article/view/12153/13158;OK
T;Reforming the archival curriculum to meet contemporary needs;https://archivaria.ca/index.php/archivaria/article/view/12156/13163;OK
T;Serving the truth: the importance of fostering archives research in education programmes, including a modest proposal for partnerships with the workplace;https://archivaria.ca/index.php/archivaria/article/view/12159/13166;OK
D;What is Past is Prologue: a History of Archival Ideas Since 1898, and the Future Paradigm Shift;https://archivaria.ca/index.php/archivaria/article/view/12175/13184;OK
D;Transforming the crazy quiltarchival displays from a user´s point of view;https://archivaria.ca/index.php/archivaria/article/view/12224/13243;OK
D;Old Myths in new clothes: expectations of archives users;https://archivaria.ca/index.php/archivaria/article/view/12228/13251;OK
D;Taking Stock: the evolution of Archival Science in Québec;https://archivaria.ca/index.php/archivaria/article/view/12499/13618;OK
D;Research in archival science: a status report;https://archivaria.ca/index.php/archivaria/article/view/12500/13620;OK
D;Archives, life cycles, and death wishes:a helical model of record formation;https://archivaria.ca/index.php/archivaria/article/view/12542/13689;OK
D;The Tyranny of the Medium: A Comment on 'Total Archives;https://archivaria.ca/index.php/archivaria/article/view/12566;OK
D;The Tyranny of the Medium: a comment on “total archives”;https://archivaria.ca/index.php/archivaria/article/view/12566/13724;OK
T;Theoretical principles and practical problems of respect des fonds in Archival Science;https://archivaria.ca/index.php/archivaria/article/view/12648/13813;OK
T;Declining Derrida: integrity, tensegrity, and the preservation of archives from deconstruction;https://archivaria.ca/index.php/archivaria/article/view/12717/13894;OK
T;A look at a bigger picture: the demographic profile of archivists in Canada based on a national survey;https://archivaria.ca/index.php/archivaria/article/view/12738/13919;OK
D;Putting the parts of the whole together: systematic arrangement of archives;https://archivaria.ca/index.php/archivaria/article/view/12767/13959;OK
T;Fashionable Nonsense of Professional Rebirth: post-modernism and the practice of archives;https://archivaria.ca/index.php/archivaria/article/view/12792/13989;OK
T;The past that archives keep: memory, history, and the preservation of archival records;https://archivaria.ca/index.php/archivaria/article/view/12794/13993;OK
T;The archivist as planner and poet: thoughts on the larger issues of appraisal for acquisition;https://archivaria.ca/index.php/archivaria/article/view/12820/14033;OK
D;Archives as a place;https://archivo.cartagena.es/doc/Archivos_Social_Studies/Vol1_n0/07-duranti_archives.pdf;OK
T;Educating archivists; speculations on the past, present and future;https://asistdl.onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291097-4571%28198809%2939%3A5%3C340%3A%3AAID-ASI11%3E3.0.CO%3B2-0;Erro
D;Information as thing (or as process or as knowledge);https://asistdl.onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291097-4571%28199106%2942%3A5%3C351%3A%3AAID-ASI5%3E3.0.CO%3B2-3;Erro
D;What is a "Document"?;https://asistdl.onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291097-4571%28199709%2948%3A9%3C804%3A%3AAID-ASI5%3E3.0.CO%3B2-V;Erro
D;The concept of information;https://asistdl.onlinelibrary.wiley.com/doi/epdf/10.1002/aris.1440370109;Erro
T;Funtional requirements for evidende in recordkeeping: further developmens at University of Pittsburg;https://asistdl.onlinelibrary.wiley.com/doi/full/10.1002/bult.61;Erro
T;Electronic systems and records management in information age: an introduction;https://asistdl.onlinelibrary.wiley.com/doi/pdf/10.1002/bult.59;Erro
T;Glossary of Archival Terminology;https://case.edu/its/archives/Records/glossary.htm;OK
T;Revisiting the archival finding aid;https://core.ac.uk/download/pdf/12203313.pdf;OK
D;Overview: rationale for digitalization and preservation;https://deepblue.lib.umich.edu/bitstream/handle/2027.42/111828/BC11%20Conway%20Overview%20Rationale%202000.pdf?sequence=1&isAllowed=y;OK
T;The evolution of archival descriptive standards in the United States;https://docplayer.com.br/753455-Associacao-dos-arquivistas-brasileiros.html;OK
D;The administration of modern archives: a select bibliographical guide;https://eric.ed.gov/?id=ED049770;OK
T;Building preservation knowledge in Brazil;https://eric.ed.gov/?id=ED438785;OK
D;Information management anal archival data;https://journals.sagepub.com/doi/abs/10.1177/096100069302500406?journalCode=lisb;Erro
D;Archives, Records and Power: From (Postmodern) Theory to (Archival) Performance;https://link.springer.com/article/10.1007/BF02435620;OK
T;Stories and names: archival description as narrating records and constructing meanings;https://link.springer.com/article/10.1007/BF02435625;OK
D;Afterglow: conceptions of record and evidence in archival discourse;https://link.springer.com/article/10.1007/BF02435627;OK
T;Archival Science and Post-modernism: new formulations for old concepts;https://link.springer.com/article/10.1007/BF02435636;OK
D;Archival Science facing the information society;https://link.springer.com/article/10.1007/BF02435637;OK
D;Six degrees of separation: Australian metadata initiatives and their relationships with international standards;https://link.springer.com/article/10.1007/BF02437691;OK
D;Re-descovering the archival mission: the recordkeeping functional requirements project at the University of Pittsburg: a progress report;https://link.springer.com/article/10.1007/BF02770380;OK
D;Item level control and electronic recordkeeping;https://link.springer.com/article/10.1007/BF02802369;OK
D;A Tower of Babel: Standardizing Archival Terminology;https://link.springer.com/article/10.1007/s10502-005-9001-3;OK
D;Macroappraisal in Theory and Practice: origins, characteristics, and implementation in Canada;https://link.springer.com/article/10.1007/s10502-005-9010-2;OK
T;The Impact of David Bearman on modern archival thinking: an essay of personal reflection and critique;https://link.springer.com/article/10.1023/A:1009035121019;OK
T;Archives: particles of memory or more?;https://liverpool.rl.talis.com/items/A4F8F772-0019-23F0-8DC7-23025663AF4B.html;OK
D;Adopting and adapting records management to college and university archives;https://minds.wisconsin.edu/handle/1793/45536;OK
D;Appraisal and Information theory;https://online.liverpooluniversitypress.co.uk/doi/pdf/10.3828/comma.2004.1.8;OK
T;Peter J. Scott and the australian series system: its origins, feature, rationale, impact and continuing relevance;https://pdfs.semanticscholar.org/079e/2a8fe14204d5144c23c2c2d3d2fd303db903.pdf?_ga=2.172387043.1762187664.1578483506-799098098.1578483506;OK
D;Private archives and public needs;https://psycnet.apa.org/record/1984-02320-001;Erro
D;The establishement of an archives: University of Queensland;https://publications.archivists.org.au/index.php/asa/article/view/7465;OK
D;What do I do with the rowing oar? The Role of Memorabilia in School Archives;https://publications.archivists.org.au/index.php/asa/article/view/8169;OK
T;The development and significance of the core curriculum in archives, library and information studies;https://repository.lboro.ac.uk/articles/The_development_and_significance_of_the_core_curriculum_in_archives_library_and_information_studies/9415889;OK
T;The work of Peter Scott, an overview;https://rkroundtable.org/2011/11/16/the-work-of-peter-scott-an-overview-2/;OK
T;Ethical Considerations in Web 2.0 Archives;https://scholarworks.sjsu.edu/ischoolsrj/vol1/iss1/4/;OK
D;Archival Science in Germany;https://search.proquest.com/openview/5aa2f8652c62cf6d38a306807d53a5b7/1?pq-origsite=gscholar&cbl=26061;OK
D;Guidelines for curriculum development in records management and the administration of modern archives: a RAMP Study;https://unesdoc.unesco.org/ark:/48223/pf0000052759?posInSet=27&queryId=d5ac5a70-eae3-40ff-a908-04e6e42db2c2;OK
T;Guidelines on curriculum development in information technology for librarians, documentalists and archivists;https://unesdoc.unesco.org/ark:/48223/pf0000071269?posInSet=3&queryId=1c39f8c6-83ea-436d-b0c6-dc02b755fe7c;OK
T;Archive & library relations;https://www.abebooks.com/servlet/BookDetailsPL?bi=835925079;OK
D;SEPIADES: recommendations for cataloguing photographic collections;https://www.academia.edu/6553951/Edwin_Klijn_and_Yola_de_Lusenet_SEPIADES_Cataloguing_photographic_collections;Erro
D;Archiving Eletronic Files;https://www.aiim.org/;OK
D;The concept of the archival fonds: theory, description, and provenance in the post-custodial era;https://www.amazon.ca/Archival-Fonds-Practice-darchives-pratique/dp/0969079761;Erro
D;The archival fonds: from thory to practice;https://www.amazon.ca/Archival-Fonds-Practice-darchives-pratique/dp/0969079761;Erro
D;The management of information from Archives;https://www.amazon.co.uk/Management-Information-Archives-Michael-Cook/dp/1138263206;Erro
D;Manual of archival description.;https://www.amazon.co.uk/Manual-Archival-Description-Margaret-Procter/dp/0566082586;Erro
D;Records Management;https://www.amazon.co.uk/Records-management-William-Benedon/dp/B0006BYKBS;Erro
D;Archival appraisal;https://www.amazon.com.br/Archival-Appraisal-Frank-Boles/dp/1555700640;Erro
D;Archive Fever: a freudian impression;https://www.amazon.com.br/Archive-Fever-Freudian-Impression-English-ebook/dp/B01AFF862S/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=;Erro
D;Dictionary of Arhcival Terminology = Dictionnaire de terminologie archivistique;https://www.amazon.com.br/Dictionary-Archival-Terminology-Peter-Walne/dp/3598202741;Erro
D;Diplomatics: new uses for an old science;https://www.amazon.com.br/Diplomatics-New-Uses-Old-Science/dp/0810835282;OK
D;An introduction to archives;https://www.amazon.com.br/Managing-Archives-Archival-Institutions-Bradsher/dp/0226070557;OK
D;Managing Archives and Archival institutions;https://www.amazon.com.br/Managing-Archives-Archival-Institutions-Bradsher/dp/0226070557;Erro
D;History of archives administration;https://www.amazon.com.br/Managing-Archives-Archival-Institutions-Bradsher/dp/0226070557;OK
D;An itroduction to archives and archival institutions;https://www.amazon.com.br/Managing-Archives-Archival-Institutions-Bradsher/dp/0226070557;Erro
D;Maygenne F. Records appraisal and disposition;https://www.amazon.com.br/Managing-Archives-Archival-Institutions-Bradsher/dp/0226070557;Erro
D;Understanding data and information systems for recordkeeping;https://www.amazon.com.br/Understanding-Data-Information-Systems-Recordkeeping/dp/1555705804;OK
D;American Archival analysis: The recent development of the archival. Profession in the United States;https://www.amazon.com/American-Archival-Analysis-Richard-Cox/dp/0810823381;Erro
D;Archival Appraisal: Theory and Practice;https://www.amazon.com/Archival-Appraisal-Barbara-Craig/dp/3598115385;Erro
D;Mind over matter: towards a new theory of archival appraisal;https://www.amazon.com/Archival-Imagination-Essays-Honour-Taylor/dp/B0073HTJUA;Erro
T;Archival science on the threshold of the year 2000: proceedings of the International Conference;https://www.amazon.com/Archival-Science-Threshold-Year-2000/dp/8876631224;OK
T;The evolution of archival science and its teaching at the University of Macerata;https://www.amazon.com/Archival-Science-Threshold-Year-2000/dp/8876631224;Erro
D;Archival theory and information tecnologies: the impact of information technologies on archival principles;https://www.amazon.com/Archival-theory-information-technologies-documentation/dp/8876632018;Erro
D;Archival theory and practice in the United States: a historical analysis;https://www.amazon.com/Archival-Theory-Practice-United-States/dp/0295959924;Erro
D;Archives administration: a manual for a intermediate and smaller organizations and for local governament;https://www.amazon.com/Archives-Administration-Intermediate-Organizations-Government/dp/B003622GS8;Erro
D;Authentic electronic records: strategies for long-term access;https://www.amazon.com/Authentic-electronic-records-Strategies-long-term/dp/0970064004;Erro
D;Keeping records in changing organizations, in controlling the past: documenting society and institutions - essays in honor of Helen Willa Samuels;https://www.amazon.com/Controlling-Past-Documenting-Society-Institutions/dp/1931666369;Erro
D;Documenting Appraisal as a Societal-Archival Process: Theory, Practice, and Ethics in the Wake of Helen Willa Samuels;https://www.amazon.com/Controlling-Past-Documenting-Society-Institutions/dp/1931666369;Erro
T;Currents of archival thinking;https://www.amazon.com/Currents-Archival-Thinking-Heather-MacNeil/dp/1440839085;Erro
T;A contested realm: The nature of archives and the orientation of archival science.;https://www.amazon.com/Currents-Archival-Thinking-Heather-MacNeil/dp/1440839085;Erro
D;Archives: professional training;https://www.amazon.com/Encyclopedia-Information-Services-ENCYCLOPEDIA-INFORMATION/dp/0838906095;Erro
D;A glossary for archivists, manuscript curators, and records managers;https://www.amazon.com/Glossary-Archivists-Manuscript-Curators-Fundamentals/dp/0931828791;Erro
T;Information management and archival data;https://www.amazon.com/Information-Management-Archival-Data-Michael/dp/1856040534;Erro
D;Information management and archival data;https://www.amazon.com/Information-Management-Archival-Data-Michael/dp/1856040534;Erro
D;The management of Information from Archives;https://www.amazon.com/Management-Information-Archives-Michael-Cook-dp-0566079933/dp/0566079933/ref=mt_hardcover?_encoding=UTF8&me=&qid=;Erro
T;Managing institutional archives;https://www.amazon.com/Managing-Institutional-Archives-Foundational-Principles/dp/0313272514;Erro
T;A modern archives reader: basic reading on archival theory and practice;https://www.amazon.com/Modern-archives-reader-readings-archival/dp/0911333118;Erro
D;Appraising machine-readable records;https://www.americanarchivist.org/doi/pdf/10.17723/aarc.41.4.g333h26662621363;Erro
T;Researching Japanese war crimes records: Introductory essays;https://www.archives.gov/files/iwg/japanese-war-crimes/introductory-essays.pdf;OK
D;Introduction to archival terminology;https://www.archives.gov/research/alic/reference/archives-resources/terminology.html;OK
D;Key Issues in digital preservation;https://www.cambridge.org/core/books/digital-preservation/key-issues-in-digital-preservation/BD7E69AA772D28CC4A9FDCABC384BA54;OK
T;Preservation in the digital world;https://www.clir.org/pubs/reports/conway2/index/;OK
D;Evaluation of the Antifungal Activity of Products used for disinfecting documents on paper in archives;https://www.degruyter.com/view/journals/rest/26/4/article-p235.xml;OK
T;Preservation management of digital materials: a handbook;https://www.dpconline.org/docs/digital-preservation-handbook/299-digital-preservation-handbook/file;OK
D;A behavioural approach to information retrieval system design;https://www.emerald.com/insight/content/doi/10.1108/eb026843/full/html;OK
D;Arrangement of architectural records;https://www.ica.org/sites/default/files/ArchitectureEN.pdf;OK
D;Appraisal, selection, and disposition;https://www.ica.org/sites/default/files/ArchitectureEN.pdf;OK
D;Appraisal and processing;https://www.ideals.illinois.edu/handle/2142/433;OK
D;Applying automated techniques to archives administration: a commentary on the present situation and areas of likely progress;https://www.ingentaconnect.com/content/mcb/jd/1983/00000039/00000002/art00002;OK
T;Remembering the future: Appraisal of records and the role of archives in constructing social memory. In: Archives, documentation, and institutions of social memory: Essays from the Sawyer Seminar;https://www.jstor.org/stable/10.3998/mpub.93171;Erro
D;Managing the archives: a basic program;https://www.jstor.org/stable/23508210?seq=1;Erro
T;The Archival body of knowledge: archival theory, method and practice, and graduate and continuing education;https://www.jstor.org/stable/40323707?seq=1;Erro
D;The expanding role of a college or university archives;https://www.jstor.org/stable/41101218?seq=1;Erro
D;Strategies for managing electronic records: a new archival paradigm? an affirmation of our archival traditions?;https://www.jstor.org/stable/41101985?seq=1;Erro
D;Documentation Strategies: A decade (or more) later;https://www.lib.uidaho.edu/special-collections/t-abraham/docstr10.htm;OK
T;Archival Theory: notes towards the beginnings of a bibliography;https://www.lib.uidaho.edu/special-collections/t-abraham/theorybb.htm;OK
D;What is a “digital document”? [internet];https://www.marilia.unesp.br/Home/Instituicao/Docentes/EdbertoFerneda/what-is-a-digital-document.pdf;OK
T;Digital preservation guidance note 4: graphic file formats;https://www.nationalarchives.gov.uk/documents/information-management/graphic-file-formats.pdf;OK
T;Digital preservation guidance note 5: image compression;https://www.nationalarchives.gov.uk/documents/information-management/image-compression.pdf;OK
T;Digital preservation guidance note 3: care, handling and storage of removable media;https://www.nationalarchives.gov.uk/documents/information-management/removable-media-care.pdf;OK
T;Digital preservation guidance note 1: selecting file formats for longterm preservation;https://www.nationalarchives.gov.uk/documents/selecting-file-formats.pdf;OK
T;Digital preservation guidance note 2: selecting storage media for long-term preservation;https://www.nationalarchives.gov.uk/documents/selecting-storage-media.pdf;OK
D;Audiovisual Archiving: philosophy and principles;https://www.researchgate.net/profile/Ray_Edmondson/publication/265756727_Audiovisual_Archiving_Philosophy_and_Principles/links/54e529750cf276cec1735bc9.pdf;OK
D;The impact of digital technology on archival science;https://www.researchgate.net/publication/225322680_The_impact_of_digital_technology_on_archival_science;OK
D;The Archival Bond;https://www.researchgate.net/publication/226554280_The_Archival_Bond;OK
D;An ontological model for digital preservation;https://www.researchgate.net/publication/228973204_An_ontological_model_for_digital_preservation;OK
T;Subject analysis and indexing: from automated indexing to domain analysis;https://www.researchgate.net/publication/265191594_Subject_analysis_and_indexing-From_automated_indexing_to_domain_analysis;OK
T;Subject access points in the MARC Record and Archival Finding Aid: enough or too many;https://www.researchgate.net/publication/27653667_Subject_Access_Points_in_the_MARC_Record_and_Archival_Finding_Aid_Enough_or_Too_Many;OK
D;The Odyssey of Records Managers;https://www.researchgate.net/publication/302085767_The_Odyssey_of_Records_Managers;OK
D;Metadata Enrichment for Digital Preservation;https://www.researchgate.net/publication/32963013_Metadata_Enrichment_for_Digital_Preservation;OK
D;A strategic approach to managing business information: part 1 - the Dirks methodology - a users guide;https://www.scribd.com/document/311638732/The-DIRKS-methodology-a-user-guide;OK
D;The preservation of the integrity of electronic records;https://www.springer.com/gp/book/9781402009914;OK
D;Macro-appraisal and functional Analysis: documenting governance rather than government;https://www.tandfonline.com/doi/abs/10.1080/0037981042000199106;OK
T;The international description standards: an interim report;https://www.tandfonline.com/doi/abs/10.1080/00379819509511757?journalCode=cjsa20;OK
T;Archivists and history;https://www.tandfonline.com/doi/abs/10.1080/00379819509511771?journalCode=cjsa20;OK
D;Descriptive standards and the archival profession;https://www.tandfonline.com/doi/abs/10.1300/J104v35n03_02;OK
T;An integrated approach to records management: the records continuum model's purpose-oriented approach to records management changes the role of recordkeeping from reactive to proactive;https://www.thefreelibrary.com/An+integrated+approach+to+records+management%3a+the+records+continuum...-a0105768177;OK
nan;nan;nan;Erro
D;Sob o signo da imagem: a produção da fotografia e o controle dos códigos de representação da classe dominante;http://www.labhoi.uff.br/sites/default/files/dssam.pdf;OK
D;A política cultural e democracia: a preservação do patrimônio histórico e artístico nacional;https://fundaj.emnuvens.com.br/CIC/article/download/363/250;OK
D;Aplicação do gerenciamento eletrônico de documentos: estudo de caso de escolha de soluções.;https://repositorio.ufsc.br/xmlui/bitstream/handle/123456789/79392/179200.pdf?sequence=1&isAllowed=y;OK
D;A normalização dos instrumentos de gestão arquivística no Brasil: Um estudo da influência das resoluções do CONARQ na organização dos arquivos da Justiça Eleitoral Brasileira.;http://repositorio.unb.br/handle/10482/2757?mode=full;OK
D;Arquivos: memória da humanidade;http://www.brapci.inf.br/index.php/res/download/42951;OK
D;Arquivos, memória da humanidade;http://www.brapci.inf.br/index.php/res/download/42951;OK
D;É tempo de profissionalizar a gestão da papelada;https://bibliotecadigital.fgv.br/dspace/bitstream/handle/10438/6567/CPDOC2010MariaLeonildaReisdaSilva.pdf?sequence=1&isAllowed=y;OK
D;Ações de informação e práticas documentárias como políticas difusas de memória;http://www.revistas.usp.br/incid/article/view/42342/46013;OK
D;Arquivos permanentes de movimentos sociais: novos procedimentos de arranjo e descrição;https://books.google.com.br/books?id=EJOJCl-Y11QC&printsec=frontcover&dq=inauthor:%22Z%C3%A9lia+Lopes+da+Silva%22&hl=pt-BR&sa=X&ved=0ahUKEwiX4-uv-fjkAhUyHbkGHSWxBpUQ6AEIKTAA#v=onepage&q&f=false;OK
D;Seminário de gestão documental e inovação tecnológica;https://www.computerworld.com.pt/2005/12/09/a-gesto-documental-essencial-para-a-competitividade-das-organizaes/;OK
D;Preservação de longa duração de informação digital no contexto de um arquivo histórico;https://core.ac.uk/download/pdf/55610310.pdf;OK
D;Introdução à preservação digital: conceitos, estratégias e actuais consensos;https://repositorium.sdum.uminho.pt/bitstream/1822/5820/1/livro.pdf;Erro
D;Novos paradigmas da informação e novas percepções do usuário;http://bogliolo.eci.ufmg.br/downloads/FERREIRA%20Novos%20paradigmas.pdf;OK
D;O desafio da indexação nos arquivos permanentes textuais;http://portal.iphan.gov.br/uploads/publicacao/RevPat22_m.pdf;OK
D;A ditadura documentada: acervos desclassificados do regime militar brasileiro;http://www.brapci.inf.br/index.php/res/v/44086;OK
D;A viabilização dos Arquivos Municipais;http://www.arquivonacional.gov.br/media/v.1,n.2,jul-dez.1986.pdf;OK
T;A viabilização de arquivos municipais;http://www.arquivonacional.gov.br/media/v.1,n.2,jul-dez.1986.pdf;OK
D;Como tratar coleções de fotografias;http://www.arqsp.org.br/arquivos/oficinas_colecao_como_fazer/cf4.pdf;OK
D;A importância dos sistemas de arquivo na qualidade das informações empresariais;https://repositorio.ufsm.br/bitstream/handle/1/548/Flores_Antonio_Carlos.pdf?sequence=1;OK
D;Gestão de Documentos Eletrônicos – G.D.E.;https://www.al.sp.gov.br/repositorio/bibliotecaDigital/21368_arquivo.pdf;OK
D;As funções arquivísticas;file:///C:/Users/matheus.franco/Downloads/1477-2384-2-PB.pdf;Erro
D;A norma brasileira de descrição arquivística – versão preliminar;http://conarq.arquivonacional.gov.br/images/publicacoes_textos/nobrade.pdf;Erro
D;O enunciado e o arquivo;https://edisciplinas.usp.br/pluginfile.php/4070132/mod_resource/content/1/FOUCAULT.pdf;OK
D;A construção de um eu autobiográfico: o arquivo privado de Gustavo Capanema.;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/download/2060/1199;OK
D;A dimensão autobiográfica dos arquivos pessoais: o arquivo de Gustavo Capanema;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/download/2060/1199;OK
D;A identificação de conceitos no processo de análise de assunto para indexação;https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/article/download/2089/2219/;OK
D;Gestão, preservação e acesso a documentos digitais: patrimônio cultural e diversidade;https://bell.unochapeco.edu.br/revistas/index.php/rcc/article/view/2252/1334;OK
D;Cadernos técnicos de conservação fotográfica;http://portais.funarte.gov.br/preservacaofotografica/cadernos-tecnicos;OK
D;A participação dos usuários no desenvolvimento de sistemas de informação;https://scholar.google.com.br/citations?user=qXUQHNQAAAAJ&hl=pt-BR;OK
D;A aplicação da arquivística integrada, considerando os desdobramentos do processo a partir da classificação;http://www.uel.br/revistas/uel/index.php/informacao/article/view/1695/1446;Erro
D;A aplicação da arquivística integrada, considerando os desdobramentos do processo a partir da classificação;http://www.uel.br/revistas/uel/index.php/informacao/article/view/1695/1446;Erro
D;Novas tecnologias no arquivo geral das Índias;http://www.arquivonacional.gov.br/media/v7_n1_2_jan_dez_1994.pdf;OK
D;Planejamento de um programa eficaz de manutenção de acervos;http://arqsp.org.br/wp-content/uploads/2017/08/30_32.pdf;OK
D;Fundo privado: Jorge Lacerda;https://agora.emnuvens.com.br/ra/article/view/282/pdf;OK
T;Arquivos universitários: para quê?;http://periodicos.puc-campinas.edu.br/seer/index.php/transinfo/article/viewFile/1680/1651;OK
D;Nas malhas do feitiço: o historiador e os encantos dos arquivos privados;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/viewFile/2069/1208;OK
T;O ensino de conservação, preservação e restauração de acervos documentais no Brasil;https://repositorio.unb.br/handle/10482/5480;Erro
D;O ambiente informacional e suas tecnologias na construção dos sentidos e significados;http://www.scielo.br/pdf/ci/v29n1/v29n1a7.pdf;OK
D;Novas fronteiras tecnológicas das ações de informação: questões e abordagens;http://revista.ibict.br/ciinf/article/view/1068/1160;Erro
T;Novos cenários políticos para a informação;http://www.scielo.br/pdf/ci/v31n1/a04v31n1.pdf;OK
D;De procedimentos a metodologia: políticas de arranjo e descrição nos arquivos privados pessoais do CPDOC;http://bibliotecadigital.fgv.br/dspace/bitstream/handle/10438/6962/GON%C3%87ALVES%20Martina%20Spohr%20-%20De%20procedimentos%20a%20metodologia%20-%20pol%C3%ADticas%20de%20arranjo%20e%20descri%C3%A7%C3%A3o%20nos%20arquivos%20privados%20pessoais%20do%20CPDOC.pdf?sequence=1;OK
D;As relações entre ciência, Estado e sociedade: um domínio de visibilidade para as questões da informação;http://revista.ibict.br/ciinf/article/view/1020/1075;Erro
D;Sistemas de arquivos e controle de documentos;http://www.scielo.br/pdf/rae/v11n1/v11n1a12.pdf;OK
D;O arquivo de Sojenitzyn;https://bibliotecadigital.fgv.br/dspace/bitstream/handle/10438/4157/CPDOC2009MariadoSocorrodosSantosOliveira.pdf;OK
T;Introdução geral as ciências e técnicas da informação e documentação;http://livroaberto.ibict.br/handle/1/1007;OK
D;Os arquivos de arquitetura no contexto latino-americano;https://www.vitruvius.com.br/revistas/read/arquitextos/01.008/933/pt;OK
D;Algumas considerações a partir do processo de padronização da descrição arquivística;http://www.scielo.br/pdf/ci/v27n3/27n3a07.pdf;OK
D;A memória coletiva;https://edisciplinas.usp.br/pluginfile.php/4618536/mod_resource/content/1/Maurice%20Halbwachs%20-%20A%20mem%C3%B3ria%20coletiva.pdf;OK
T;A memória coletiva;https://edisciplinas.usp.br/pluginfile.php/4618536/mod_resource/content/1/Maurice%20Halbwachs%20-%20A%20mem%C3%B3ria%20coletiva.pdf;OK
D;Desenvolvimento, gerenciamento e preservação de coleções;http://arqsp.org.br/wp-content/uploads/2017/08/33_36.pdf;OK
D;Armazenamento e manuseio de materiais fotográficos;http://www.arquivonacional.gov.br/media/v.4,%20n.2,%20jul,%20dez,%201989-v.5,n.1,jan,1990.pdf;OK
D;Preservación y restauración de materiales fotográficos em archivos y bibliotecas;https://unesdoc.unesco.org/ark:/48223/pf0000058641_spa;OK
D;Arquivo, documentos e informação;https://lae.princeton.edu/catalog/31bfabe0-79e9-47ef-9890-69d2ebc0d351#?c=0&m=0&s=0&cv=11&xywh=-60%2C531%2C2982%2C3520;OK
D;Arquivos, Documentos e informação;https://lae.princeton.edu/catalog/31bfabe0-79e9-47ef-9890-69d2ebc0d351#?c=0&m=0&s=0&cv=11&xywh=-60%2C531%2C2982%2C3520;OK
D;Os fazimentos do arquivo Darcy Ribeiro: memória, acervo e legado;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2246/1385;OK
D;De “arquivo pessoal” a “patrimônio nacional” reflexões acerca da produção de “legados”;http://bibliotecadigital.fgv.br/dspace/handle/10438/6758;OK
D;Velhos problemas, novos atores: desafios à preservação dos arquivos privados;http://bibliotecadigital.fgv.br/dspace/handle/10438/6716;OK
D;O devoir de mémoire na França contemporânea: entre memória, história, legislação e direitos;https://bibliotecadigital.fgv.br/dspace/handle/10438/6732;OK
D;Procedimentos metodológicos adotados na organização dos documentos de FHC: alguns comentários;http://bibliotecadigital.fgv.br/dspace/handle/10438/6808?show=full;OK
